review,recommended,helpful_or_not,playtime_at_review
Game ♥♥♥♥♥♥ sux,False,1,765
Followed the development progress. That's why I have so many hours in. There's not much real gameplay in there. The product is also not finished with quite some bugs.,False,6,2433
Got this game for free and i still want a refund. Stay away,False,11,359
Abandonware.,False,10,1125
"After playing for 7 hours, the game now freezes every time I try to launch it. I  have even tried uninstalling and reinstalling, and deleting my saved games. DF-9 is just broken.",False,10,441
double fine moment,False,1,312
DO NOT PAY FOR THIS GAME! READ THE OTHER REVIEWS! <3,False,2,542
"Unfinished, basically unplayable and abandoned. Double Fine took the money and ran.",False,10,90
"This game was abandoned by Double Fine while in Early Access. It is a simulator with barely any depth, and will quickly bore you. Do not let the Double Fine logo fool you. They took early access money, realized the game wasn't profitable, slapped a 1.0 label on the game and walked away. 

Double FIne's history is riddled with bad project management, with Spacebase DF-9 being the ultimate example. It is amazing that after so many years they still ask money for this. This game would work as a free smartphone game, but for now it stands as a testament to their own incompetence.

Buyer beware.",False,39,1217
"This game feels more like a proof of concept than an actual game. It's got the basics, but things are horribly unbalanced and there's significant bugs. Earning any resources (mining, research) takes forever, while you can loose resources very quickly, like if a raiders attack or even just AI stupidity, since you can give direct commands to your people, and they're stupid, so they'll do things like hold a conversation in the airlock while one of your crew is starting to suffocate because they can't get in. :/ As you start to build up you need people on certain roles full time, but since you start off with so few people and the only way to get more is pure luck, you'll constantly be understaffed. Probably the biggest problem is that when you start you start with nothing but a seed pod you have to build a station around, which makes things really hard and doesn't make any sense since you just came here by spaceship? It should give you the ability to start with your choice of ship design (several of the deleric ships you can come across are well designed, so they could have easily used those).
I'm honestly surprised DoubleFine even released this, it feels like a game still in Beta and I'd expect better from them. But if you want to play a space survival game, I'd recommend go playing FTL instead",False,0,471
"Played once and never touched it again. abandoned game, don't buy.",False,7,170
Proof that even a well-known developer is willing to sell a game in early access and then abandon it. A good reminder to only buy a game in early access if you like the game as it is.,False,5,558
"A promising game abandoned by a (formerly, to me anyway) prestigious developer.  I will never buy a game from Double Fine again.",False,15,444
"This game is just way too buggy, even with the unofficial patch that's supposed to fix a lot of things. I'm continually stuck in crisis mode, trying to get a functional base, while people die of things they need, but won't build them, or the airlock gets stuck randomly and decides it's not an airlock anymore so I have to build a second airlock in order to build a room for oxygen in order to prevent my people from suffocating. Then raiders attack and kill my workers who won't work anyway. It might be a fun game if it worked as expected, but due to its buggy nature and terrible UI I wouldn't recommend anyone even starting to try it.",False,2,1933
"Well, folks, we got scammed. Happens to the best of us.",False,14,235
"SCAM! This game is NOT complete! It never will be! It's NOT a game, but a techdemo, it is UNPLAYABLE! REALLY! They abandoned it, took the money and ran!",False,9,47
"I am so angry at this game and what Double Fine pulled on this. I understand cancelling a game. What I don't understand is how you can, in good conscience, cancel a game, not refund the players, but on top of that also implement a bunch of new features, but not the items or things those features rely on, essentially breaking the game entirely.",False,8,583
Abandoned,False,12,1195
a story of a game developer that shot themselves in the face with an abandoned project,False,6,470
"DO NOT BUY THIS GAME 

Saw that it was being advertised by Steam again so had to comment

I have never got annoyed and angry about a game before couldn't think of a reason why I would,  until this one!",False,5,3375
its good until it breaks. then it done. never playable again.,False,5,1100
"I don't think the title is as bad as the rating suggests, but I can't recommend it at the end of the day for most people either. 

If you like space-base building I thought it was a fun couple hours seeing what it has to offer. But it could certainly use some polish. I could see this an enticing 1.0.0. release into early access, but given that this is the end result it is rather disappointing given the lack of polish. 
- no way to monitor power production
- role swapping for dealing with raids is tedious
- Turrets dont' seem to be too effective as a defense system
- The building system is a bit chunky for something with so few items. 

So overall, fun for a certain crowd, but not well developed enough to warrant a suggestion to most opeople.",False,7,438
so yes this game was abandoned by the devs. its an unfinished POS and steam needs to pull it... but if you want a game like this but a thousand times better and is still being developed for then i would highly suggest a game called space haven. fantastic game and lots to do. also you can have multiple ships or bases and you can build them from the ground up. Space haven is what this game could have been.,False,5,268
"This game was abandoned early into EA, thus the content is limited and bugs are plentiful.
If you like this kind of game, check out Space Haven instead.",False,37,261
"Quick cashgrab, then abandoned.",False,12,827
I still haven't forgiven Double Fine for abandoning this. Will continue to actively not support them as a result.,False,28,310
An abandoned game. One of my Early Access regrets.,False,10,481
Abandoned. :(,False,11,189
abandoned garbage. Very bad work double fine,False,12,893
"Mixed. 
It actually turned out somewhat playable. I did not get into it as I had no real in-game goals but it may be worth it at a nice discount and with reasonably low expectations. 

[h3]Additional Details[/h3]
[table]
   [tr]
        [td]Operating System[/td]
        [td]Ubuntu Linux 14.04 x64[/td]
    [/tr]
    [tr]
        [td]CPU[/td]
        [td]AMD FX-8350[/td]
    [/tr]
    [tr]
        [td]GPU[/td]
        [td]GTX 750[/td]
    [/tr]
     [tr]
        [td]Last played[/td]
        [td]March, 2017[/td]
    [/tr]
    [tr]
        [td]Technical Notes[/td]
        [td]No major problems[/td]
    [/tr]
[/table]",True,22,423
"Just wanted to add my review to all of the other negative ones. Shame that this was completely abandoned. It's cool that fans have made this game better, though, mods are essential.",False,5,121
This game is a sad,False,2,26
Esentially Sim City in space. The ability to lay out your space station exactly as you want allows for a fair amount of creativity. Easy to lose yourself playing this one.,True,2,969
Abandonware.,False,19,1793
"Don't buy, it's an abandoned unfinished and buggy product.",False,8,1132
A friendly reminder to never buy Double Fine or Tim Schafer games.,False,14,972
Buy Starmancer from Chucklefish instead,False,7,187
"I actually REALLY like this game. It kind of reminds me of Startopia with a few cool design choices. Sadly , it's mega hard and comes across as super unfinished.",True,2,249
Abandoned? Buggy. A mess. No.,False,4,27
"This game could've been cool, but it's very buggy, unfinished and clearly abandoned. Please don't buy it.",False,17,40
Even with the community patch the ai is broken and will sit around in the airlock causing half the crew to suffocate.,False,4,579
"I bought this game a few years ago, it worked and was good fun playing it.
Then it stopped and had all the usual problems everyone else found.
New PC, Win11, better GPU, SSD, reinstalled it then pressed play and it loads up in exactly the same as it was, broken! So, at least we know cloud saves work!
Disable save to cloud, 'escape' key from the still same everyone dead no walls screen, Menu screen, click Start New Base, select place accept to launch, aaaaaaaaannnnnnddddddd.....................................

..............BLACK SCREEN.

Oh there's an unofficial update v1.09 nice, but then that gets auto removed by antivirus for being unsafe.

F this game, don't waste time messing about, get something else.",False,0,4484
"Never finished, abandoned by publisher. Extremely limited gameplay and loads of bugs. Mostly unplayable and shouldn't still be listed for sale. Don't waste your money unless it's under a buck.",False,26,1196
even with the patch i dont like this game,False,1,22
"A terrible game, abandoned by the developer. It shouldn't be sold on Steam.",False,35,585
"It's an insult to all those that paid good money for this abandoned game that Steam is still selling this ""steaming"" POS! Do you have no conscience Steam? No morals??",False,2,193
"This game could have been cool, now it is abandoned and looks like Habbo Hotel",False,1,99
"Fun game
very much unfinished, and because of that there are a lot of bugs that ruin the game.

Doesn't help that it's also abandoned.",False,1,554
"boring game 
what to do?  God knows >.> 
and...User reviews: Overwhelmingly Negative .. okay..",False,2,6
unfinished,False,3,7269
"I don't understand why they're still selling this for more than $2, and 75% of that $2 should go to the people fixing it through modding.",False,2,971
love it!!!!,True,0,10263
"Not worth the price for a game you have to find others to finish. It would be nice if the patches/mods that are out there would be listed via steam for the game in order to help others, but to try to hunt for fixes & hope it isn't spyware... well, I'd skip. Other then that I loved the game for what of the game play you could do. You can only play so many times till the AI starts to freak out & all you can do is start again & again.",False,6,1987
good game,True,0,5
"Spacebase DF-9 is a game where you control a space crew and you survive in space.

The game really doesn't set anything up for you in terms of a story, so that's about all I have for the first line above. You pick a spot in the galaxy, which have different environmental clauses that'll affect what'll happen around you and that's where you'll place your base. You will learn the game as you go as the game will give you notices as to what you need to do. So, naturally, the first thing you need to do is to build the base, which will include the essentials being a power supply, air supply, airlock door room for entering and exiting space, and many other life and resource necessities.

Overall, it's sub-par to other games I'd presume only because I've played minimal games like this, but it doesn't seem to do too well. I've had my space crew keep roaming outside only to kill themselves through asphyxiation as well as I've seen enemy AI do the same when both could've easily boarded the ship to live. The crew don't always act immediately on the actions that I tell them to do (build a room, mine some asteroids, etc.), so it was delaying my gameplay.

The visuals are rather simplistic, but not very appealing. The sound effects and music get repetitive.

I don't see a lot in this game, so this is a no for me.",False,0,112
"Seriously, how have they not removed this.",False,3,275
0/10 - unfinished abandonware,False,3,268
"it cant be that bad, can it? arrested development narrator chimes in- it was
1/10 abandoned",False,7,335
"I decided to start going through some old games in my inventory and see how they are.  This was a game that I really enjoyed while it was in development. A non-ascii Space Dwarf Fortress?  Sounded good, and adding that DF suggested if not outright promised a deep and compelling world unfolding as you played.  

I looked at the store, it was $10 and mostly negative due to being released unfinished and abandoned.  Double Fine allowed feature creep and ambitions to overwhelm them and decided instead of pretending they would work on a project that had grown larger then they felt they would ever be able to do, they would instead release it as is and stop support for the game.  This plan was (I suspect) so they as a newer studio would be able to move on to other games and not be bogged down on an endless development cycle with a single game.  

How is this game?  It is (imo) 100% an unfinished Spacebase Startopoia.  It has a very similar feel and honestly doesn't look that old.  As it stands you will get overwhelmed with people just moving into your base and chewing up resources until everyone dies.  You'll get endless waves of pirates and derelicts until everyone dies, and you'll have builders brick themselves off into rooms and suffocate if you don't watch their every step.  

The game is compelling before everything goes to awry.  And that chaos that unfolds can be fun trying to get on top of it to start with, but it is never ending and dooms most playthroughs to failure.  It isn't that it is too hard, it is just unfinished with ideas implemented before they were worked into actual mechanics.  

I doubt it will as most everyone pretends this game never existed, but should it ever find its way to a sale of 50% or more it is worth $5 to see how long you can hold of the forces of chaos!",False,2,2213
"So much potential, too bad the Devs abandoned the game. This wouldve been such a great gem to find had a REAL & dedicated company produced it. Time to put it into my 'Trash' folder :/",False,4,636
How disappointing.,False,5,1444
"Abandoned early access game.
Don't buy it",False,7,1535
abandoned and very bugged,False,6,573
"Even if you can play this with an unofficial patch I still wouldn't recommend. The devs basically said ""We've got your money, time to run!"". And that's exactly what they did. I would recommend never buying anything from Double Fine Productions after the stunt they pulled here. 

Steam can you unlist this abandoned excuse for a game?",False,23,328
Broken Abandonware,False,14,120
"⠄⠄⠄⣠⢴⢴⡴⣤⢤⣄⠄⠄⢀⠄⣀⡤⣴⣺⡽⣯⡷⣦⣄⠄⠄⠄
⠄⣔⢞⢝⢝⠽⡽⣽⣳⢿⡽⣏⣗⢗⢯⢯⣗⡯⡿⣽⢽⣷⣟⣷⣄ ⠄
⠄⡗⡟⡼⣸⣁⢋⠎⠎⢯⢯⡧⡫⣎⡽⡹⠊⢍⠙⠜⠽⣳⢯⣿⣳ ⠄
⠄⢕⠕⠁⣁⢬⢬⣌⠆⠅⢯⡻⣜⢷⠁⠌⡼⠲⠺⢮⡆⡉⢹⣺⣽ ⠄
⠄⠄⡀⢐⠄⠄⠄⠈⠳⠁⡂⢟⣞⡏⠄⡹⠄⠄⠄⠄⠈⣺⡐⣞⣾ ⠄
⠄⢰⡳⡹⢦⣀⣠⡠⠤⠄⡐⢝⣾⣳⣐⣌⠳⠦⠤⠤⣞⢼⢽⣻⡷ ⠄
⠄⢸⣚⢆⢄⣈⠨⢊⢐⢌⠞⣞⣞⡗⡟⡾⣝⢦⣳⡳⣯⢿⣻⣽⣟ ⠄
⠄⠘⡢⡫⢒⠒⣘⠰⣨⢴⣸⣺⣳⢥⢷⣳⣽⣳⢮⢝⢽⡯⣿⣺⡽ ⠄
⠄⠄⠁⠪⠤⢑⢄⢽⡙⢽⣺⢾⢽⢯⡟⡽⣾⣎⡿⣮⡳⣹⣳⣗⠇ ⠄
⠄⠄⠄⠁⠄⡸⡡⠑⠤⣠⡑⠙⠍⡩⡴⣽⡗⣗⣟⣷⣫⢳⢕⡏ ⠄⠄
⠄⠄⠄⠄⢈⡇⡇⡆⡌⡀⡉⠫⡯⢯⡫⡷⣽⣺⣗⣟⡾⡼⡺ ⠄⠄⠄
⠄⠄⠄⠄⡮⡎⡎⡎⣞⢲⡹⡵⡕⣇⡿⣽⣳⣟⣾⣳⡯⠉ ⠄⠄⠄⠄
⠄⠄⠄⠄⢯⡣⡣⡣⡣⡣⣗⡽⣽⣳⢯⢷⣳⣻⣺⣗⡇ ⠄⠄⠄⠄⠄
⠄⠄⠄⠄⠰⡙⠺⢪⢪⡺⡵⣯⣗⡯⡿⣽⢽⢾⣳⠏ ⠄⠄⠄⠄⠄⠄
⠄⠄⠄⠄⠄⠐⠢⠄⣀⣀⢉⠊⣊⣉⡬⡶⡻⣝⡞ ⠄⠄⠄⠄⠄⠄⠄
⠄⠄⠄⠄⠄⠄⠄⠄⠄⠈⠙⢙⢑⢹⣘⠮⠛⠈ ⠄⠄⠄⠄⠄⠄⠄⠄
⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠂⠁⠑⠁⠄⠄ monke",False,12,157
"Why abandonware? Worst game in my library according to steam reviews, and steam reviews [b]never lie.[/b]",False,8,940
"I like games from Double Fine Productions.
And I just enjoyed pretty much all of them.
But: Spacebase DF-9 is really disappointing.
It's an early access title sold as a full game.
There's plenty of unfixed bugs everywhere.
Last update happened in 2014, that is sad.
And yeah, it pretty much feels like a scam.
Charging money for this is quite 'scummy'.
Unfinished product for 9,99€, full of bugs.
It's playable with the fan made mods, tho.
Mods can actually improve this gem a lot.
But as it stands: It's not worth your cash.
This should not be sold in the first place.
And I have to give it my negative review.",False,11,353
"Spacebase DF-9 is an incredibly fun base building/colony sim. Until your toons build themselves into a room and suffocate. Or dismantle a floor and eject themselves into space. Or decide to take a nap in the doorway to the inner airlock suffocating all toons in their space suits.

All things which happen FAR more frequently than you would like. All things which were not terribly surprising when I bought this as an early access game. 

Except it's no longer early access. Doublefine did some great initial work but then instead of completing the game they simply walked away from it.

This game is broken, shame on you doublefine.",False,7,568
Early access abandon ware. Don't buy.,False,26,66
"Abandoned game, good, but still abandoned.",False,17,1451
"Whenever I see this game I get reminded of how much I loved Double Fine.
Then I get sad. Then I remember quality over quantity. Then I remember greed is bad.
Finally I remember to never buy anything Double Fine ever again.",False,26,649
Garbage game. Bought it in way early access. Got left behind by the developers. This game is a cautionary tale of buying early access games.,False,10,651
DO NOT BUY. Total garbage. The devs should be ashamed of trying to sell this junk. Nowhere near finished. STAY AWAY.,False,8,320
Abandonware,False,7,160
Basically a scam - can't believe it hasn't been pulled from the store yet.  Do NOT give these people your money.,False,30,224
Can I get a refund 7 years late?,False,6,530
"I don't know why people don't like it, it's a fun game. And they released the source code for it.",True,3,18
"It's too bad this game has been abandoned since it has the bones of a good game, but it's frustrating and not very fun to play it in the state it's in currently.",False,1,199
"I only played for a short while, lots of potential but there are so many bugs and from what I'm reading support for the game has stopped? Either way I've played it enough to know I never want to play it again. A real shame.",False,8,84
♥♥♥♥ these developers,False,8,110
"ABANDONED EARLY ACCESS TITLE, DO NOT BUY.

WHY IS THIS BEING SOLD?",False,43,400
"Purchased this game back when it was an early access game. It was shortly thereafter abandoned by the development team and never finished. It had some really neat features and could have been a really cool game if it had been finished, but as it stands, don't even waste your time and money on this game.",False,12,588
"[0.5] Controls & Training & Help
[0.5] Menu & Settings
[0.4] Sound & Music
[0.5] Graphics
[0.5] Game Design
[0.5] Game Story
[0.3] Game Content
[0.4] Time to complete feels ok? (or if the Game can be repeatedly played again)
[0.3] Enjoyable & Fun?
[0.2] Could hold spot in Favorites?
[0] BONUS point: Review for VR

Stars received: 4.1/10 ___ Note: v.2 [0.0 to 1] = personal impressions

Game description key-points: SpaceBase simulator
Overview: idea is very good and approach, but not for this game unfortunately. Game was abandoned with multiple issues.",False,3,92
"Purchased this years ago. It's a rimworld clone with the following exceptions:

* lower performance compute

* characters have one job rather than prioritizing an array of jobs

* no tech tree

* events are totally randomized and uncontrollable

* no game goal

* less than five minutes of music audio

* worse graphics

* no development in years

If I could get my money back, I would. If I could spend those dollars on a gofundme to give butt cancer to the publisher for accepting monies for this scam title it wouldn't bother me to drop the cash right in that project. This is as close to cash rake and tax avoision I've ever seen (yes, it's a word). It's worthy of criminal investigation for fraud",False,2,2229
The fact double fine still sells this should be illegal. Bought this back when it hit the store and had lots of hope for them to take the money and dip. Never bought a double fine product since and never will.,False,35,723
how do i have 90 hours on this game i have no recollection of ever playing this game,True,2,5339
2 weeks after game was prematurely released it was completely abandoned.  I would not recommend game even if it was free.,False,13,17
"Unfinished , buggy, no way of stopping people from willingingly walking into an enemy filled area. This is review has had more time spent on it and is better written.",False,3,144
"Owned this for a long time, and have had some decent fun playing now and then, still pick it up once in a while, but I couldn't recommend it to anyone else due to its infamous state and condition. Which is honestly a shame, a lot could have been fixed for me personally had the AI just been more ... hm, functional.",False,4,1128
"This would have been a fantastic game.....except that it was abandoned mid development.  It's buggy, especially with the AI.  The AI makes this game nearly unplayable, and it completely lacks tools to mitigate that.  Citizens randomly abandon tasks for minutes on end, pick the most asinine tasks to complete first, leaving critical issues for later.  Raiders attack far too often and you can't send security to them, you just have to hope that security wanders in before too much damage is done.  It seems to be impossible to make citizens happy.  Just terrible AI and job management systems.  Shame that it wasn't fixed up before full launch.  Hard pass.",False,7,764
"In all fairness this game was fantastic while it was still be developed. I dumped a ton of hours into it, and it had so much promise. For what's there, it's still fun to be honest.

However I can not recommend supporting this game. After being forced to 1.0 and abandoned without finishing development, this game has literally given me Early Access trauma. I'm making this review because I'm appaled they have emoticons and backgrounds in the new Steam Point shop when they disappointed their entire fan base that was following production of this game.

A couple other people in the reviews have mentioned Space Haven, I would 2nd that recommendation. Go give Bugbyte your money cause they actually support their products.",False,23,12370
"Double Fine permanently lost a customer with me. Instead of finishing the game they slapped a ""done"" sticker on it and shipped it. It's a buggy pile of unfinished crap that could've been good.",False,12,180
"This game used to be unplayable (crashes and stupid situation where you cannot progress anymore), until I found about the community patch (available here: https://www.spacebasehub.net).
Not everything is polished and perfect, but I am on 8 hour long game and so far enjoying it.

Sometimes the AI goes a bit stupid (with reaction to fires, or lack of oxygen, ..) but it stays manageable and I did not get stuck in a situation I could not get out of.

Before the community patch, the game would crash occasionally and sometimes the AI/characters would be stuck. No more with the community patch.

Thank you Derelict Games for patching this game and make it enjoyable.

With the community patch, this is definitely worth buying when on sale !",True,18,539
"Go buy ""space haven"" instead, it's what this game wanted to be.
This game has long been dead in the water.",False,15,1945
It's abandoned. Not worth $5.,False,8,755
Double Fine Productions abandoned this game during development. What a trash company. It looked like it had such potential.,False,8,364
Nice,True,0,232
Double Fine are on my do not buy list,False,8,247
Abandoned unfinished.,False,13,206
"seems that there are unofficial patches for the game now but still gets a negative review since the developpers let the game die and let the buyers with a pile of sh*t.

Didn't try the patches but here are the links i could find.... use them at own risk
http://www.doublefine.com/forums/viewthread/17289/
http://www.spacebasehub.net/",False,2,688
"Betrayed by Double Fine. If you buy this for anything more than Free, you are getting ripped off.",False,6,304
Abandonware at its finest,False,3,225
You want to space a few hundred astronauts?  Have I got the game for you...,True,0,557
lol they're still selling this game? It's completely abandoned.,False,14,304
How is this abandoned game still being sold?,False,69,229
"Dont even consider this game it wasn't finished, and mostly doesn't work",False,11,369
Gotta love abandonware. Spend your money on anything else.,False,9,91
Abandoned in Early Access.,False,3,216
"Dead, Abandoned and Unfinished piece of garbage.

DO NOT BUY UNDER ANY CIRCUMSTANCES.

Buy ""Space Haven"" instead which is *excellent* and simply better than this in every single way.",False,56,4049
Game was never finished. Do not buy,False,7,514
"This game is a definition of a FUGAZI - fairy dust, it doesn't exist, it's not fleeping real...",False,2,6
"Abandoned game without much content.
Do not buy it.",False,16,294
"Was a good game,just needs some work,and it will be good enough,debugged,and ready for people to love,its not worth the 10 dollars,but i was good when i first got it,just needs to be better,i would recommend it if you have extra money,all the game needs is work,to debug some stuff,add some stuff,and become a great game.",True,0,975
"Spacebase DF-9… oh boy, what a backstory this game has… It started as a humble pitch in Amnesia Fortnight 2012, and the idea got enough votes to be made into a playable prototype in just 14 days. Not only that, it even got greenlighted to be made into a full game. So far so good. The game went into Steam Early Access, which is something I am always skeptical about, but as long as the game eventually gets fully released, I don’t really mind. But suddenly, the developers pulled the plug, and magically the game was finished and out of Early Access. What sorcery was this? Obviously, the game was still unfinished, with some crap responses from the publisher. To make matters worse, they released the source code, a middle finger saying that the community can and should finish the job.
Now, to be fair, it’s a sad story, but in the end what matters is the game itself right? Well, it’s a space management title, a genre I’m not really a fan of. But alright. The game starts with you picking a location to build a base, which basically acts as a difficulty select screen. Ok. It even has a special one designed to be a tutorial. Ok. Let’s try the tutorial then. I managed to complete it, and immediately saw how clunky it is to play. Navigation between menus is a mess and time consuming. After the tutorial things get worse. Plenty of times the crew members just ignore your orders or take forever to do anything. At this point I almost gave up on the game, but there is an unofficial community patch that essentially fixes a lot of bugs and adds some more features.
That patch is the supposed community salvation for the game, but even that one seems abandoned. Still, props for the people that spent time trying to fix and finish this mess of a game. Truth be said that patch really improves the overall experience, and I managed to play some playthroughs for a few hours this time. Unfortunately, the crappy foundation is still there, and it’s just a meh game. In the end, I just cannot recommend this: official release is unfinished, crappy publisher decision and PR, and even the community can’t save this disaster. While it is playable with the unofficial patch, I still didn’t like Spacebase DF-9. It’s just an average space management title, and there are way better titles in the genre that deserve more of your time and money.",False,33,926
"Developers abandoned game, fan continuation is abandoned. Unless it's for a dollar or less AVOID THIS GAME. Posting this now to help keep people from getting fooled.",False,50,137
"Abandoned game.
Do not buy it.",False,14,75
"Great 2D space base builder game that you will have some fun with at first but then you realise the game has a number of flaws that need fixed as the AI can be a little buggy most of the time and this can cause you to lose the game a no fault of your own, also it could do with some extra features, such as more research options, spaceport, trade centre, games room, command centre, cloning centre to make your own crew and even a school to help sculpt your crews abilities etc just to allow you to do more in the game.

Characters in the game appear amusing and the game has a lot of potential for fun but sadly just as you get into it some crazed mad max of space redneck comes along and ravages your space port. That and the buggy AI where crew will just start acting with no priorities or just the opposite of what you expect them to do.

Game also needs better ways to defend against asteroids and raiders as found I could be playing and suddenly been hit with 3 raider ships, only to just beat them off to be left with minimal crew who them decide to loose the will to live and then some asteroid impacts the base and you cannot repair anything in time to be raided again with another raider attack and each level will usually end the exact same way each time.",True,1,715
"This game can't be won. You can't save and load progress. You can go only as far as as a nice base before the base is destroyed by huge waves of raiders (about 60 super raiders on 50 citizens). Don't bother, not worth it.",False,2,778
"--I got this game from a Humble Bundle and played it without knowing anything about the game. It is NOT worth the~ 8€ they are currently asking for in the shop. --

I had a few hours of fun with it. It tries to capture the charme of a game made 30 years ago and in some parts this works very well. There are enough little details and animations so the space station feels alive. Events like appearing spaceships and raiders are a fun at first but become repetitive after just 5h of gameplay. 

Sadly you can tell the game was never finished. I thought i was playing another Gamejam project and i thought wow this is quite impressive :). 

For example even the most basic stuff like building a room can be quite annoying and complicated. Citizens don't react to enemy fire while in space and the needed defensive turrets can only be placed facing north and east while the attack came from south. Sometimes weird and fun stuff happens but no gamebreaking bugs yet...",True,3,304
"Good lord, I just don't even. In the beginning it seems like a really nice looking game with a supposed slick manner of progressing the game.
Then you realize how dumb people are. How impossible it is to bother with raiders, and even fires. Why can't one of the dumb af crew just grab a fire extinguisher from the other room? Why can't I prioritize fighting raiders? Why is there so little control in a colony game?
If I'd have made this game I'd be deadly embarrassed. What an awful game.
On top of that, it's been abandoned. A good reminder why Double Fine studios should pack their bags and leave the gaming world permanently. How dare they still spread this game.",False,6,153
"Appeared in my steam library after redeeming a different game from DF's Humble Bundle (did not use the code I was given, this just showed up out of nowhere). Decided to try it despite the negative reviews, and my partial dislike of management games. Immediately saw why it had negative reviews.
Never even got past the damn tutorial. UI is a bit confusing to me but I can partially blame myself tbh; I have a bit of a smooth brain :P
The music is alright though, I'll give it that. There's a dozen different space management building games out there, buy one of those instead of this one.
Overall 1/5. Not DF's greatest work tbf.",False,9,15
"Ah Double Fine, company of ""how do we manage consistently getting more money than almost any other indie dev only to squander it"" Seriously, they make some good stuff here and there but ♥♥♥♥♥♥♥♥♥ they just do not care sometimes, and this is the best example of that. They took advantage of Early Access and dumped it by the way side as soon as profits slowed from this game. They knew full well this game couldn't be remotely considered done, and they left it anyway. Cause that's what they do, make a good game, then make a few mediocre ones, then just unfininished schlock. Then they get money from everybody to start the cycle over, with increasingly high costs for increasingly low quality.

It speaks volumes that they did a bad enough job that I decided on a lark after playing a different game of their's to finally review this, and *BOOM*, suddenly paragraph of vitriol over a game I haven't cared about in years.",False,22,569
"Almost good. Everything is there for an enjoyable base-builder survival game. But the interface and menu is unintuitive, and I keep getting more colonists, even though I don't want them. I have never had enough beds for everyone, because they don't stop joining my colony, even if I don't want them.",False,3,245
♥♥♥♥ double fine.,False,9,284
"I've bought this game around 4 years ago, but I was Very wrong about this game; i filled with flaws and really bad executed things, the only good thing of this game is the idea at the base.
During all of the period that I had the game, no changes were made and it still in it's original form.
The game can be interesting in the first hour or two, but than it becomes really really repetitive and boring.
DON'T WASTE YOUR TIME AND YOUR MONEY ON THIS GAME; is probably the WORST game that I've ever played in my entire life.",False,3,465
"[h1] DO NOT BUY THIS GAME [/h1]

Don't play this game. You have been warned, the [b]developer has abandon this game[/b] long time ago, community patch has no sign improving. Play [url=https://store.steampowered.com/app/979110/Space_Haven/]space haven[/url] instead.",False,25,513
"This game is rather infamous for Double-Fine going early access with this and then when they ran out of money, promptly abandoned it. Abandoning a game and leaving it to the modders to finish it is now called ""Space-Basing."" It's a trope namer.",False,46,1075
"Unfinished game... this came in a Humble Bundle so no refund.
This is one of those greatest mistake moments for Double Fine Productions.
If you are looking for a space station builder/management game, look elsewhere.
Overwhelmingly Negative, thats an understatement...",False,7,156
"This unfinished game shouldn't be present on the store.

Go see Space Haven which is a clone.",False,8,121
"At first I thought the game looked fun and It was for a while, gave me a feeling kind of like FTL and it was pretty good. 
My problems with it are that it can go from doing really good to all your guys are dead in about a minute. A random raider attack with 5 raiders all with lazer guns and your security team dies almost instantly. You can't edit or upgrade what weapons your guys have without researching new weapons and researching takes forever especially while you are trying to keep more than 5 people alive at a time. If you have more than 1 thing set to build at a time, you can't tell your builders to focus on one project over another. My builders would 1/2 build a room and then go off to do something else when I just want to get my medic room finished to heal my sick and injured characters, that's when they decide to build my cabinets or have a lunch break. FINISH THE DAMN WALL!!!! 
I think the most civilians I had were 13 but, they had illnesses, some getting killed by a parasite and then right after a raider attack killed the rest all within about 3 minutes. 
As many others have said the game is unfinished and forgotten about by Doublefine. I thought I was just stuck in the tutorial forever but, it seems that's the whole game. the game could have been really cool, too bad Doublefine saw something newer and shinier to pay more attention to...",False,2,710
lol. Never finished. :D,False,1,377
"Space Base DF-9 is probably one if the worst scams on steam. The game was never finished and it still is ♥♥♥♥♥♥ in its current form. 

After choosing a location on the map your 3 crewmen spawn near your pod, the game doesn't try at all to tell you what to do and your oxygen is slowly decreasing over time. If you somehow figure out what your doing and somehow build an airlock and a life support, your might run into a problem like I had where one of my crewmen refused to get into the station. 

This game has probably the worst camera angle ever. It becomes hard to place objects smartly when everything is covered up by something else. A basebuilding game shouldn't have the same camera as fallout 1 and 2.  

After your colony gets started you will start to get messages from NPCs asking to join your colony, While other basebuilding games like rimworld and ONI will allow to look at the traits of a colonist before they join you, Space Base just lets you see that NPC's gross face. 

Sometimes a derelict ship will appear some where on the map. If you send a security team to explore the ship and there is a hostile alien on board, most of the time the security team will not do anything and just stand there as they get killed. This is as far I've gotten in this ♥♥♥♥ game. 

In conclusion Spacebase DF-9 is a hyper ♥♥♥♥♥♥ game and a waste of $10, It is probably smarter to get 10 copies of save Jesus, because then you might get some enjoyment out of your friends reactions when they see a gift of save Jesus.",False,3,141
Game was left unfinished.,False,11,187
"DO NOT BUY - Buy the newer ""space haven"" game on steam, looks like what this was meant to be, and by trustable devs too!

It's unfinished (yes they literally just silently went from ""early access"" to a ""finished"" product, that doesnt count).
The code is so buggy, many times inhabitants do random things rather than what you ask.
DOUBLE FINE can no longer be trusted as developers IMO. I really liked this game and it had so much potential, but they just didnt bother to fix and finish it.",False,2,225
Literally a scam.,False,1,259
"It really feels and looks unfinished. Shame, it could've been good",False,0,446
"An unfinished mess.

Had potential mine you.",False,0,851
