review,recommended,helpful_or_not,playtime_at_review
Deserved GOTY 2025!,True,1,4617
"Wheeeeeee!

[spoiler]For those who come after.[/spoiler]",True,1,3063
Just buy it and download a single mod that makes your game look smoothie. And boom bam bagle welcome to the big leagues.,True,1,7075
"This is my first time playing an RPG game, and I don’t think it’ll be my last. The most beautiful game I’ve ever played in my life. Give it a try. That’s my advice for those who come after.",True,2,3000
Nice games,True,1,3284
used AI and did not clarify this until months after release,False,3,456
"I've played a lot of games that deal with loss. Most of them tell you about it. 
This one makes you feel it in your chest.

[b]MAJOR SPOILERS WARNING[/b]

On the surface it looks like a gorgeous game about stopping an apocalypse. But underneath that it's a story about a mother who couldn't let go of her dead son, a father destroying an entire world to save his wife from herself, and a daughter caught between two lives wondering which one is actually hers. Nobody here is a villain. Everyone is just broken in their own way and trying to survive it.

Then there's Verso. A painted copy of a dead boy, fully aware that he is not real. He never asked to exist. He just woke up one day inside someone else's pain and had to figure out what to do with that. He spends decades watching people die, loses the person he loved, grows tired of everything, and eventually decides the kindest thing he can do is end it all. Not out of hatred. Out of pure exhaustion. And his own mother, when she finally sees him, looks him in the eyes and says: [i]you are not my Verso.[/i] After a century of feeling and losing and carrying all of it. Still just a copy.

And somewhere in the canvas a faceless little boy wanders alone, painting endlessly, keeping the whole world alive. Everyone made decisions around him, about him, for him. The only one who ever bothered to ask what he wanted was Verso himself.

The game never lets you feel comfortable. It builds people you care about and then asks you to decide their fate. Do you save a painted world full of people who laugh, love and die just like anyone else? Or do you free a soul that has been trapped inside it since the day he died?

Neither answer is clean. The game doesn't pretend otherwise.

[i]Life keeps forcing cruel choices.[/i] No other game has made me feel the weight of that sentence the way this one did.

[b]See things as they are, not how you want them to be.[/b]",True,16,3961
"This is an amazing game.  What's more amazing is that it doesn't have the AAA price tag.  This may be in my top 10 games of all time.  The music, story, and gameplay are all a lot of fun.  There is so much optional content I would guess that at least 50% of the content in this game is optional.  You can go straight to beat the game or you can spend days exploring everything else this world has to offer.",True,1,3209
"Yeah, it's a good game. Crazy that it was the first one developed by this studio.",True,1,6247
"I give most games a very fair chance and I heard nothing except great reviews about 33, but I simply cannot recommend this game.

There are a few real simple reasons as to why I'm just completely unimpressed by it.

#1 - The voice acting is unfitting to the characters (somewhat) and it feels like it's almost robotic. Not in the terms of ""AI"", but the casting and the voice direction must have been off and it definitely shows.

#2 - The graphics, run animations, battle sequences, it all feels very Xbox 360 era and not in a good way. I felt like I was playing a tech demo of a game that had too much saturation, too much bloom, too much in the way of an identity crisis. The scenery was fighting to find itself (steampunk, fantasy, classic Victorian, 70's British, etc) and I just couldn't get behind the semi-weird cartoony nature in an otherwise random universe.

#3 - It tosses you into the game and tries to impress on you the seriousness of the story right away, without really giving you time to develop a character, grasp the situation or even understand much else. The movement was weird as well; switching quickly between a low-tech adventure platformer (felt like Wolverine honestly) and a turn based combat system (almost similar to FF13, which was weird). I see what they were going for and it's an easy game to understand gameplay wise, but it's tossed at you as if this was a sequel or you were meant to be at least an hour into the game prior to everything being dropped.

Honestly I can't quite put my finger on why I dislike this game overall aside from saying a massive TL;DR.

TL;DR - The game has a definite identity crisis, the graphics are weird, the voice acting is weird, there was definitely AI used in this (undisclosed), the music is good but not fitting to the situations (bad tact/context) and it just overall felt like a weird tech demo. If you like old school RPGs with fun concepts, go find a way to play Lost Odyssey or Legend of Dragoon. If you want a very stylized RPG with great characters and a modern style, check out BG3 or for the cartoony-side try DQ11's super ultra turbo edition.

But this game? It just feels... unpolished.",False,3,13
well deserved,True,1,3436
"Expedition 33 is one few games where partway through, I realized I was playing an actual soon-to-be landmark title on par with the iconic RPG giants.

It was a masterpiece from start to finish, with only minor flaws that have since been patched or updated in some way (Picto management, minor balance issues, a few stray bugs).

I won't ever rate something 10/10, because nothing will ever be perfect. [i]However[/i], this game gets pretty dang close to it. If you're even remotely interested in RPGs, love good music, art, or story, this is the easiest recommendation I can ever give. Seriously. Go play it.",True,1,4713
:(,False,1,3288
"Top 1-3 games so far, I LOVE it. I bought it legit after 70% of the way through. Make a great game and the money will flow.",True,1,2784
Absolute CINEMA!,True,1,5744
PEAK,True,1,5016
"The soundtrack is beautiful, the visuals are stunning and the game/storyline itself is so unique. I've never played a game quite like this but I love it so much.",True,1,3188
"Incredible game. Soundtrack is 10/10, super interesting story, combat is engaging, looks great. Can't wait for many more hours",True,2,823
"Super cinematic and really well designed turn-based combat. Each playable character having a completely different playstyle and different abilities create so many different synergies. The sound design and character design are both incredible. After completing the base game in just over 30 hours, I wasn't even half way through the playtime required to 100% the game so there's definitely no shortage of gameplay. The difficulty of the game also continues to scale after the main story, with the bosses getting harder and harder. Couldn't recommend more",True,1,3243
Great game,True,1,5072
"First, I want to be clear I don't usually make game reviews on Steam, but this game is an exception. Going into the game my expectations were high given the accolades and reputation this game already gathered. I was not only pleasantly surprised but shocked that this game is even than I imagined. 

The first two hours of gameplay (including tutorial) was excellent in establishing the world building and stakes involved with the story. Although there were some weaknesses regarding some of the flat voice-acting delivery and NPC dialogue in the beginning area, it's not a big deal as the dialogue gets far better later in the story. 

Story: 19/20
What more can I say? The story needs to experienced like a French vintage. The further one progress in the story the better it becomes. The main cast of characters are as memorable as they are likeable. The only reason it's not a perfect score is because there are still some story elements that are left unaddressed after the credits roll (Clea if you know you know). Until there are confirmation of a sequel or DLC I cannot in good faith give this a perfect score. 
Gameplay: 18.5/20
Combining the traditional static turn-based strategies of a JRPG with a motion-based parry/dodge system of an action game, this game fits in a comfortable middle ground. 
Graphic/Art Style: 10/10
Truly a unique art style with elements from Baroque, Neo-classical, and Victorian era styles. 
Content/Pacing: 17.5/20
The amount of content is sufficient for a 60-80 hrs experience (I managed to 100% all the achievements after 190hrs but I'm sure better players could 100% the game in a fraction of the time). Pacing is smooth for the duration of Act 1 to 2, preventing the player from becoming too strong early on. My one criticism in this area is toward the end of Act 3 with all the world map opened up, my characters became too strong and overleveled after completing most of the side areas. The final story boss fight became an anticlimactic joke (this is despite playing on Expert). 
The game loot works fine for the most part in encouraging exploration of the open-world map to get better gear. 
Optimized performance: 18/20
Not much issue with performance although I am running on a rig with NVIDIA GeForce RTX 5070. The biggest issue is with the aggressive shadow and light/dark contrast (some of the areas are either too dark or too bright).
Music: 10/10
What more can I say? This soundtrack will be remembered decades after. 

Final score: 93.0",True,1,11457
♥♥♥♥♥ baller as all hell,True,0,2689
"Really enjoying Expedition 33 so far. The game is a lot of fun, and I’ve especially enjoyed exploring the world and seeing what’s around every corner. There’s a great sense of discovery, and I never feel like I’m just rushing from one objective to the next.

The story has also been a big highlight for me. It’s interesting, the characters are easy to get invested in, and it actually makes me want to keep playing to see where everything goes.

Overall, I’d definitely recommend Expedition 33 to anyone who enjoys games with a world you can explore, a good story, and plenty to discover. Definitely worth checking out!",True,0,1214
amazing game! nothing like it!,True,0,3658
"One of the best games I've played in years. What characters, and what stories.",True,0,2620
Absolute cinema.,True,1,6178
"I purchased without seeing any gameplay, but its a great game, way above my expectations, its a mix of final fantasy and a little bit of devil may cry, the story is well written. 

Highly recommend it.",True,1,974
"Bonjour, mon ami.

Now I completely understand why Clair Obscur: Expedition 33 won so many awards.

The game stands out because of its beautiful story and warm, memorable characters. Until the very end, you will have a lot of questions, and for a long time you may not fully understand where everything is going. But the ending is absolutely worth reaching.

And if turn-based combat is making you hesitate, don’t let it. It fits this game incredibly well. The combat feels stylish, satisfying, and completely natural within its world. It never felt like something I had to tolerate just to enjoy the story.

The soundtrack deserves its own praise. I already have several tracks in my playlist and still listen to them outside the game. During the boss fights especially, the music is incredible and makes those moments feel even more powerful and memorable.

It is one of those rare games where the story, characters, combat, art direction, and music all feel like parts of the same experience. By the end, I understood exactly why so many people fell in love with it.

Au revoir, mes amis.",True,1,2091
wow,True,0,1167
One of the most beautiful games i played top5 a real master piece <3,True,1,5301
"Amazing turned-based game, amazing cinematics done by talented people and amazing narative, 10/10",True,0,2066
Jogo maravilhoso pqp,True,2,1166
A perfect 11/10.,True,2,4974
Highly recommend :),True,2,5239
"PERFECT
I NEED TO KNOW MORE",True,2,2725
I put off playing it because I doubted it would live up to the hype. Turns out the game actually just is that good. Deserves all the praise it gets. One of the few games I would say is a masterpiece.,True,2,4889
"One of the best game I ever saw and played. Expedition 33 was actually the first game I played on computer. Before that, I used to mostly play nintendo games, or watch a lot of gameplays, thinking I didnt really need to play a game if I could watch it. 
While that is partially true (watching a youtuber you like play a game can also be pretty cool), playing it really made me realize what I was missing out.


POSITIVES

GRAPHICS

First of, and obviously, the graphics are phenomenal, there are a lot of worlds and areas to visit that each have their own beautiful concept and are visually crazy to look at! Each time I entered a new place I couldnt help but let out a 'wow!' each time and take pictures. (personal favorite, the Visages island :) )
And thats only talking about the landscapes, the characters are also all very well made, and even more the creatures and enemies that have amazing looks, some look enchanting, some scary, cute and so on, and there are tons of them!
The acting is also very human and doesnt feel at all awkward. You can notice small stuff the characters does when they aren nervous for exemple, which I really love and really makes them have their own charming personalities. I easily grew emotionally connected to the characters very quickly because of that!


MUSIC

And of course the soundtracks, more than a hundred in this game, and most are in my playlist, and most I remember the exact scene the song was played, which I rarely do when I do not find the music memorable. I usually had to pause the battle simply for listening to the music.


GAMEPLAY

As for the game mechanics, I have no issues with and found it really fun. I did hear a lot of people where hesitant to start because it was a turn based game. Do not worry, this game can really get really hard and I hardly even consider it turn base game! During the battles you will be met for exemple the dodge and parry system, so even when its not your turn you will have to learn the moves of the enemies if you want to take less damage and not die. I also liked how many diversity there was in the enemies attacks, most have their own set of attacks that can go of a single one, or some enemies with more than 10 different, which can usually be very hard usually when the enemy has multiple phases!
Its also really cool how you can manage your team, and how all characters have different ways of attacks. Pictos and Luminas are also pretty fun to look into what buffs and combos with them you can make to make your team crazy strong.


STORY  (no spoil)

I honestly didnt think at the story would be this amazing. But lets say in the two hour mark you start it, you will immediatly understand that this story is a lot more complicated than you originally thought. For 40h of story, you will keep asking yourself questions and will  leave you confused for the most game, which is to me what I like the most. I always love to make little theories and try to understand with thr clues we are being given slowly throughout the story, and surprisingly still be shocked by the turn the game took. And I was even more surprised that the story, with how complexe it was, was still completely understandable at the end. And even better when you replay it or watch others play it, understand what you didnt understand in your first playthrough. It was to me a very beautiful, tragic journey I followed with all these amazing characters


STORY (spoil)

I really didnt think I would cry this much in the game, even from the two hours mark with Sophie's death and right after, almost our whole expedition killed in a matter of minutes. I also loved the relationship (parents, siblings) Gustave and Maelle had. I remember finding them so cute and how Gustave each time tried to reassure her or joke around. So of course his death really broke me. I had to pause the game for a full day cause I kept crying hearing his name lol. 
And then the mystery around Verso and what happened really was amazing to try t understand. And when you finally do, it makes the ending choice really, really difficult. I remember for half an hour staring at my screen while trying to see the goods and bads in both ending. I did choose the Verso one, cause to me the game is about accepting and finally grieving, which we slowly did through Gustave. Of course it was devastating to see Sciel, Esquie, Monoco, Verso, Lune die.. But to me seeing the Dessendre family finally grieving reassured me into my choice. But of course I do not think there is really a good and bad one, both are horrible in their own way.


NEGATIVES

Obviously not much to say, so mostly nitpicking. In the game I didnt really have any issues. Maybe only Luminas and Pictos that are kinda hard to understand, but you can get the hang of it. Though I did make the mistake to completely forget about luminas and remembering only at the middle of the story lol. Mostly my fault but did hear I wasnt the only one. So make sure to look into them and not make the same mistakes. I did have sometimes issues where the music stopped mid battle, but that happened rarely. And also my Verso being immortal. Which was quite fun, and apparently it was a sort of combo of luminas and weapon I used accidently that made him immortal XD

The biggest issues I had but is fortunately fixed now, was a huge hardlock during Sirene fight. Basically after beating her, my game would crash no matter what I did to possibly avoid it. After a few months the issue was patched but I was still not too happy about the customer support. You basically detailed your issue, gave your computer info and.. nothing. I couldnt get any news about where they were with the issue. While I dont really blame them, since they are a small team, I would have at least like an automatic email to know when they finished working on the issue. I had to look through each patches and try to understand which one was the one I was looking for. But yeah, at least it got patched",True,2,5864
"the story rules, the combat is complex but really good, and it's different from most other games. there's no reason not to play this game if you haven't already",True,2,934
Masterpiece,True,2,3640
"Amazing game, beautifull story. I actually cried when it was over.
Had some trouble figuring out the combat mechanics a bit in the beginning but totally worth figuring that out.
Play it... now!",True,2,2757
"""For those who come after""
masterpiece of a game",True,1,4237
"""My, what lovely feet""",True,1,1692
"A game that could make a men cry. not just for the story.  But the greatness of art.    
1000/10

I played many games as every game i always found something to criticize in negative way. 
However even this game has small problem.  But all of their marvelous lore, game player, art style and especially the Audio  are beyond excellent. To  all those read this.  Just buy and play it. don't watch spoil. don't watch cast. Just play it.",True,1,9236
"Unironically, the worst game I’ve played in 2025.",False,3,3301
Everything is amazing from gameplay to story to soundtrack,True,1,2829
"hands down top 3 games i have played. no doubt, just play it",True,1,6591
"if elden ring was 10/10, then this game is 9.5/10",True,1,2388
This indie game just humiliated the entire AAA-industry.,True,1,2152
The best game ever,True,1,3793
Veri Good.,True,1,3092
I'm absolutely blown away by everything in this game so far. From the characters to the art to the story to the gameplay everything is just so beautiful.,True,1,277
This game is like an ex that is hard to forget.,True,2,5197
"🎨 Clair Obscur: Expedition 33 is more than just an RPG. It’s a story about loss, memory, and holding onto hope until the very end.

🌅 Explore a mysterious and breathtaking world
⚔️ Experience unique turn-based combat built around timing, strategy, and skill
🎭 Meet characters carrying their own wounds, fears, and reasons to keep going
🎼 Get lost in an emotional soundtrack and powerful voice performances
🖌️ Wander through landscapes that feel like living paintings — beautiful, yet heartbreaking

Here, every year matters. Every loss hurts. And every encounter feels like it could be the last.

Expedition 33 doesn’t just show you what it means to be a hero. It makes you feel what it means to keep moving forward when there seems to be no hope left.

Some games end, and you remember them.
Expedition 33 ends, and somehow, it stays with you!",True,2,3222
"Story is unique, music and atmosphere are amazing. For someone who likes story driven games , this is a must play. Combat system is timing based which brings a little extra depth to it with the parry , dodge and skill charge mechanics",True,1,4859
"I don't think there are words to properly describe how good this game is, but i'll try.
And there's never been a game that made me wanna learn how to play an instrument, before.

The story is amazing and really interesting, masterfully breadcrumbing you pieces of information to keep you interested until the end. It's so good you can actually enjoy this game just for the story alone. There's a good balance between sadness, and comical bits that are very well written. Characters are interesting and you grow attached to them quite quickly. Music is phenomenal and there's an insane amount of tracks. Combat is very interactive and can be challenging enough to satisfy both casual and tryhard players. Exploration is rewarding and there's a lot of it. Visuals are stunning, really well representing the concept of the game.

You can honestly be a turn based hater and still love this game. Because it excels in almost every aspect.

A game made with sheer passion. Most game devs should be taking notes.",True,2,5361
"Probably the best game I've ever played. Strategic yet dynamic and fun combat, breathtaking environments and art direction, intensely gripping story, hauntingly beautiful soundtrack, and unforgettable characters. If you love video games you need to play this one.",True,1,2174
"Absolutely incredible.  Combat is really engaging, music is the best I've ever heard in any video game.  And the story will have you thinking about it months after you finish.  Pure cinema.",True,1,10855
"As far as the atmosphere, music, and general vibe of the game I wish I could recommend this game. Unfortunately, I can't due to many crashes I have encountered, and of course they happen at the worst possible times. I was literally just in a boss fight that I had retried several times to finally almost having him beat and bam, freaking crash. Always the same one too, sandfallUE crash. This is an apparent problem for many users, and even though the game has been successful, the devs have not taken the time to fix this issue. I don't even know if I will finish the game at this point, I can't sit and play the game for a couple of hours without having a few crashes. I followed advice online, locked fps at 60, set the game to full-screen, but they only seem to solve the issue for a short while until the crash pops up again. The only thing I haven't tried is lowering shaders, and even if that does help, I stand by this review. We shouldn't have to adjust settings that our rigs can handle because the game hasn't been optimized correctly. You can see by PC specs that I shouldn't have any issues, and I don't with anything else in the game, it appears to run great until it doesn't. Anyway, grab it if you want to add some frustration to your life, if not, pick another title, or be prepared to tinker with the settings and deal with some crashes regardless of your rig.",False,0,1110
"Highly recommend, its got a really good story and is very well made",True,1,3873
For those who come after,True,2,669
+++,True,1,4359
Masterpiece. No other words needed.,True,1,2950
Masterpiece,True,1,1784
"200Hrs and 6 Playthroughs.
Love the game. 
My biggest complaint I have is when showing friends this game, especially my more casual gamer buddies, the way the systems are explained is similar to throwing and algebra book at a 5 year old.
Pictos, Lumina, Fight 4 battles to equip a Picto's Lumina onto any character. The Picto's have the associated stats while the lumina only retains the passive. 
It doesnt take a lot before people can feel overwhelmed with how this system works. 
I wish there was a better visual aid tutorial for this system, instead of the long winded skippable text box tutorials we got.

Everything else about this game is great, best game ive ever played. Wish i could erase my brain of the experience so i could enjoy it again",True,1,11823
gas,True,1,497
Just play it,True,1,4848
"So, a bit odd to start off with, but here we go. I don't know if its because everyone was singing its praises or because most story beats were spoiled to me by yt thumbnails, but i dont get the hype. Its good, don't get me wrong, but its not cream my pants good as so many have said.
I do still recommend it, just keep your expectations leveled and you will enjoy it more.",True,2,3259
It might've been made by the French goverment to force propagranda upon people to like Frenchies... but damn it did make a tear fall down in the end of it,True,1,2427
"Потрясающий сюжет с 1 ролика берет за душу. Впечатляющая графика, прорисовка. Управлять персонажем одно удовольствие. Добавила бы больше разъяснения про навыки, которые даются, как их использовать. И какой то навигатор, чтоб не блуждать по карте по одним и тем же местам))",True,1,2760
"There is quite a lot of mesh clipping during cutscenes that breaks the immersion, but that's probably the only thing that bothers me. I'm really enjoying every other part of the game - the story, combat, visuals, music, exploration...",True,1,3246
"Oh my, what a lovely feet :>",True,1,4352
"goty for all years to come, maelle i will protect you with my life",True,1,2811
"If you want to play Mario and Luigi Superstar Saga but with AAA budget and superbly written storytelling and characters, this is your game (not that you ever knew before that you wanted to play that).

I have thoughts on the ending. Massive spoilers:

[spoiler] I greatly appreciate that, during a time when it feels like any ending that isn’t unanimously positive and happy, Expedition 33 takes a different approach. At the end of the game, you get to choose between two endings. One ending forces the characters to face a somber reality while the other one grants the characters what they think is going to be happily ever after. 

If you choose to give them happily ever after, you’re shown an ending where sacrifices that are temporary and happiness that is eternal is nothing more than a naïve fantasy.

The other ending puts in your hands the ability to cut down that fantasy narrative and make them face reality, even when the other characters do not want to. 

I found this especially moving because after numerous brain surgeries, I was put on very powerful steroids to help me heal. They caused me to go psychotic, and I experienced wild hallucinations for a month that elevated me and my place in the world to a fantastical high. When I came down from that high, I had to face the reality that I was not in any way an auspicious or noteworthy person. I am, in fact, disabled. 

This is the same struggle that the character who wants a happily ever after goes through. In reality, she is not the hero of a fantasy adventure, she is a grief stricken and disabled woman living a sheltered life where she is overlooked at best and despised at worst. 

This game gave me a sword and told me I could live in the fantasy as long as I wanted, or I could cut down the fantasy at the expense of facing my own unremarkable true nature and disabled body. I am very thankful for that. Because that choice is something that I make every day when I get up out of bed to face the day. [/spoiler]

This is a thought-provoking and beautiful experience. Don’t let it pass you by.",True,1,1419
Fantastic! truly fantastic! one of those games where after it i had some trouble moving on to the next game,True,1,8111
Simon says,False,3,1600
Best game of all time. Made me feel alive again.,True,2,2175
An almost perfect game.,True,1,3550
"You walk around, interacting with things, you enter combat, you press button at right time or you die and start over. Super repetitive, super boring. 

Beautiful game world and characters and stuff but the combat just wasn't for me.",False,7,162
"really good mechanics and a killer soundtrack, 

not my usual type of game, but really enjoying it",True,1,260
"Amazing game so far. Only ~9 hours in but the story, music, atmosphere, and battles are top-notch. 

Definitely recommend the fix that cleans up the sharpness issues. Without it the game feels weirdly unpolished and glitchy; after the fix patch it plays and looks much, much smoother.",True,1,580
"If you like Quick time events combat this is the game for you. Also the balance it really off, everything will kill you with one combo if you are bad at QTE. At the same time by the end of the game you can kill almost anything with on e combo. The whole strategy of the game is QTE for the fist half of the game a the super bosses. The 2nd half is can you build your team to one shot everything.",False,7,1533
I genuinely don't think I will ever play something so beautiful again.,True,4,4210
Great stuff,True,1,967
I see why this won all those awards!,True,1,1990
Pretty Radical man,True,1,230
Now I get why this game won the GOTY title. It's a masterpiece!,True,1,981
9/10 would parry again,True,1,5183
"I love the music. I love the acting. I love the gameplay (never thought I would). 

P.S. Andy Serkis is great.",True,1,3107
"Best game ever. Story, athmosphere, character development, gameplay loop and especially the score - all top-notch. An incredible love for all the little details went into making this and as a results it's very hard to put down. Kept thinking about the lore and story for days. Absolute recommendation.",True,1,4174
"Its good but not great, not that into the story",False,2,763
GOY ofc,True,0,1919
masterpiece!,True,1,3640
Masterpiece,True,1,1815
This game is a Master Piece. Easily became one of my favorite games of all time! Just ABSOLUTE CINEMA!,True,1,11026
Believe the hype. Simply one of the best games ever made.,True,1,3949
Pas mal,True,2,5474
"Top 3 Story/ storytelling in Gaming easily
Amazing combat ( the parry addition to the turn based system was spot on )
Amazing characters ( Renoir , verso on top )
Goated Soundtracks
Nice Bosses , especially Simon *SPOILERS*  ( the *Remove your team from the canvas * move was Crazy )
10/10 Must Try even if you dislike the turn based genre",True,1,3676
"Very Clair, Very Obscur.",True,1,1651
"While I fully support Netanyahu & the IDF, I must say that this little project of theirs was not quite my cup of tea. Not because I dare waver my full and unconditional loyalty to Israel, but because this game dares to inaccurately portray French ""people"" in a positive light. Which, of coarse; Is not true.",False,1,3686
Parry/dodge system is so unforgiving it makes dark souls look like chuck e cheese. ♥♥♥♥ this game. I spent over an hour failing to beat the first mini boss before I gave up.,False,1,126
What a game... can't even remember the last time a singleplayer game had me hooked from the beginning till the end.,True,1,2657
"One of the best games I've ever played. The story is engaging, well written, and emotionally impactful. The gameplay loop has a nice skill based feel due to the parry mechanism.",True,1,4797
"before reading this review, know its gonnaa have spoilers, soo if youu havent played expedition 33 and wanna playy and have the best experience, then leave. if you have played and havee this heavy feelingg in ur heart, which u cant paint into any canvas, then this is for youu<3

this will not be a typical review, heck i dont even know how to revieww this gamee, its sooo indescribablee.. ill be tryingg to paint myy mushy feelinggs and emotions onto the canvas of ""review""

Clair Obscur: Expedition 33... is one of thosee games taht leaves youu staringg at the screen after the credits, completely silentt, tryingg to understandd waht youu jsut experienced. i finishedd it jsut a whilee ago, and ivee been tryingg to keep myy emotions togetherr, but i jsut cantt... its just soo ughhh... im feelingg reallyy empty, emotionall andd broken. i kneww the endingg had to happen thee way it didd, but... knowing taht doesnt makee it anyy easierr to acceptt.

thee storyy omg thee storyyy completelyy pulledd mee in. waht at first felt likee a beautiful, mysterious journeyy, it all slowlyy turnedd intoo smthh muchh more tragic... the truth abt thee familyy, the canvas, and the real verso slowlyy began to unfold... everyy revelation madee me look backk at everythingg taht happened beforee and see it differentlyy. and when thee truth abt verso finally camee out... i genuienlyy wasnt readyy for it.

then camee thee final choice...

choosing between versoo and maelle mightt be one of thee hardestt choices if not the hardest choicee ivee ever had to makee in a gamee... i chose verso... as painful as it was, i couldnt bring myselff to choose a life that i kneww wasnt real over facingg reality. thee choice still hurts likee hell... becausee maelle didnt want to leavee... the canvas becamee her homee. she had ppl shee loved, a life she caredd about, a placee where she felt likee she belonged... understandingg why she wanted to stayy somehoww makes it before moree heartbreakingg, yet... i took it from her...

and tahts waht i lovee most about this game. it doesnt givee you a easyy answer. it doesnt tell youu that reality is alwayss better jsut because its real, or escapingg into smthh beautiful is automaticallyy wrong. it makess you question... waht actually makes a life meaningfull in the first place.

watchingg the canvas dissapear and knowingg taht everyonee we met throughoutt thee journeyy was gonee, was devastatingg. even after learningg abt the canvas, i still caredd abt those characters... gustave, lune, sciel, monoco, esquie... they may havee been creations, but the emotions they madee me feel were real. at the samee time, seeingg the real verso finally becomee free brought this strangee sense of relief in thee middlee of all the grief. his story finallyy ended... even if it wasnt the ending i wanted...

now as for review part... visually, musically, narrativelyy, and emotionally, this gamee is a masterpiece. everyy part of it feels deliberatelyy crafted to makee u feel smthh. the world is beautiful in a wayy taht almost feels surreal and dreamlike, and somehow that beautyy makes its tragedyy hurt even moree.

but waht makes expedition 33 trulyy speical to mee, is taht it doesnt jsut tell u a storyy... it makes u live with its questions afterr the story is over. im still not sure what im feelingg... sad, relieved, angryy, empty or grateful... or all of them...

i just know taht i wont forget this game.
it madee me love a world, becomee attached to the ppl in it and then froced mee to let it all go...

maybee this was it... maybe this was how it should bee...

some worlds are beautiful beacusee they dont last foreverr. somee stories end so taht others can beginn... and even when we cant stayy, waht we experiencedd still lives on.

i dont think im readyy to say goodbyee to this game yett...

but maybee thats okay.

for those who come after...",True,2,3174
Best game to come out in awhile.,True,1,5757
"games story hard, the themes hit harder. Cried for a good bit at the ending. 10/10",True,0,2936
Up there with elden ring holy ive played like 9hrs today. If a game makes u a bum its a good game idek what time it is,True,3,619
goat,True,1,2899
"One of the best games I've ever played. Expedition 33 isn't something I'll ever forget. What an absolutely breathtaking experience. Merci infiniment, mes amis ♡♪

Whatever Sandfall makes in the future has created some massive shoes to fill, and I can't wait to see what they do next.",True,1,11610
Best game of the decade.,True,1,3387
it's kinda like sao s3 ngl,True,0,2790
"This is one of the best storytelling in games ever created! The music drags you trough the game in such a beautiful way. Also the combat is very fun. It's turned base but still active trough other means. Amazing! Must buy. (i aint done yet though) 

Graphics 8/10
Audio 10/10
Gameplay 10/10
Story 10/10

Overall 10/10",True,1,2639
Graphics and genuinely different storyline/world. Turn Based RPG with just enough SOUL style fight (counters and parries) to make it challenging.,True,0,893
"I bought this game for $7 equivalent because of discounts and stuff.

There was a feeling of ""holy, everything is soo good, I feel like something is awakening inside me"" when I played Elden Ring for the first time. But this game, did much much more. Playing this game has the same feeling to me as when you boot up one of your first ever games in your childhood, like everything is memorable. This game got me incredibly more intimate than Elden Ring — no harsh thing here yea, but, this is something I will always remember.

10/10",True,1,4331
"I'm not really a fan of turn based combat, but the story and visuals of this game drew me in. And it turns out that I find the combat in this game really fun after all, which I didn't expect in the slightest. All in all it's a very good game and I'm impressed",True,0,616
"One of the few games to not just meet but exceed the (enormous) hype, and one of the best games I've played in decades.  It won just ALL the awards for a reason.

Stellar soundtrack, outstanding voice cast and performances, rich characters and dialogue, a compelling story and world to explore, sometimes challenging but rewarding turn-based combat, pretty visuals... it kinda just hits on all cylinders.

I doubt it will change your mind about JRPGs if you weren't a fan, but for those who are, it's one of the best.",True,1,4778
"good story with insane visuals, very cool bosses",True,0,1476
Absolute Cinema,True,1,2892
"This is what i want (personally) from a game. A masterpiece story, Fun and lovely characters and a beautiful world. This game deserves what it got.
 
Sometimes game crash when I walk trough the portal in The Continent and it make me to relaunch game. But after all, I will put 10/10 on this masterpiece game. - 10/10",True,1,4131
Great art and music and gameplay and graphics and pretty much everything,True,0,1239
I'm a hater but I loved this game.,True,0,5810
"Its a good game. Story is really good, reminds me for some reason of Game of Thrones because of the turn of events in it. Kinda sad story overall, both endings are kinda depressing in my opion. Gameplay is unique but frustrating some time mostly because gimmick optional bosses but i like it much better than tradional turn-based games. 8\10.",True,0,3639
"exceptional game. everything about it game play, the characters, the story, the music, it's just amazing.",True,0,2538
"I started playing this game completely blind simply because a friend told me to do so, and that I wouldn't regret it. From the start it stole my heart - I only played once or twice a week since I was playing it on my friend's PS5, and I'm actually glad I did because it forced me to go though the game slowly and not finish it in a week. I fell in love with the characters, gameplay, music (God bless Lorien Testard), writing (dear God the writing - finally characters who act and talk not like videogame characters, but simply like normal people), worldbuilding, and wonderful art of the game. 
I finished the game through endless tears. I've since gotten my own copy of the game and played it once more on my own computer, getting every single achievement (Simon I'm looking at you); I've bought two more copies of the game that I've gifted to friends to force them to play it, and I've made two more friends I share the steam family with play the game. I haven't stopped listening to the soundtrack on Spotify ('promise me you'll listen to my boss theme on spotify') ever since I started playing the game, I've since gotten an expedition 33 displate for my living room and I'm planning to get an expedition 33 tattoo. 
This was just one of those instances where I came in with literally no expectations and walked away with a new favourite game that forever stole a piece of my heart.",True,0,5345
"It is a bold and efficient game, but navigating was difficult due to the lack of a mini-map.",True,0,425
"One of, if not the best game I've ever played. The gameplay itself is very cool, combining turn based combat with action mechanics (dodge & parry). 

The visuals and graphics are stunning. Even though I could not play the game at high graphics settings, I still enjoyed all the scenes and had minimum lag.

For me though, the music and story are what make this game a masterpiece. It came out of nowhere to cause unparalleled emotional damage that cannot be parried. Lorien Testard cooked insanely hard with his absolute banger of a soundtrack that lasts ~8 hours.",True,0,10327
"""whooo"" but also ""wheee"" in the best possible way.",True,2,6870
For Those Who Come After.,True,2,2530
